"
Nom du Dossier/ Numero de la fiche",LatLong,MRC,Eau Souterraine,Sol,etat ,Date de creation ou date de mise a jour
"Terrain 1161, boul. de Maisonneuve Est, Montreal","45.5189111111
? -73.5580555556",Ville de Montreal,,"Benzene (pot), ethylbenzene (pot), Hydrocarbures aromatiques monocycliques * (pot), Hydrocarbures petroliers C10 a C50, Toluene (pot), Xylenes (o,m,p) (pot)","R : Terminee en 2005
Q : Plage A-B",8/30/06
"Terrain 11969, avenue Jubinville, app. 101, Montreal-Nord","45.6166694444
? -73.61925",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 2004
Q : <= B",10/20/04
"Terrain 1300 a 1350, boul. Rosemont Corporation Laverdure","45.5369756655
? -73.5929972563",Ville de Montreal,Huiles et graisses totales*,"Benzo(a)anthracene, Benzo(a)pyrene, Benzo(b+j+k)fluoranthene, Benzo(g,h,i)perylene, Chrysene, Cuivre (Cu), Dibenzo(a,h)anthracene, Dibenzo(a,l)pyrene, etain (Sn), Hydrocarbures petroliers C10 a C50, Indeno(1,2,3-cd)pyrene, Methyl naphtalenes (chacun), Naphtalene (pot), Phenanthrene, Plomb (Pb), Pyrene, Zinc (Zn)","R : Terminee en 2005
Q : Non precisee",11/7/05
"Terrain 1570, rue Ontario Est, Montreal","45.5244444444
? -73.56",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Metaux*","R : Terminee en 2005
Q : Plage A-B",9/22/15
"Terrain 185, boulevard Decarie, Montreal","45.5053305556
? -73.6675083333",Ville de Montreal,"Benzene, ethylbenzene, Toluene, Xylenes (o,m,p)","Benzene (pot), ethylbenzene (pot), Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Toluene (pot), Xylenes (o,m,p) (pot)",R : Non terminee,5/7/14
"Terrain 2145, Cote-Vertu, Saint-Laurent","45.5075
? -73.6916666667",Ville de Montreal,,"Hydrocarbures aromatiques monocycliques * (pot), Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50","R : Terminee en 2008
Q : Plage A-B",9/30/15
"Terrain 2745-2755, rue de Miniac, Saint-Laurent","45.4943472222
? -73.7485166667",Ville de Montreal,,"Hydrocarbures petroliers C10 a C50, Metaux*","R : Terminee en 2005
Q : Non precisee",1/17/06
"Terrain 4841-4845, rue Saint-Denis, Montreal","45.52586
? -73.58661",Ville de Montreal,,"Benzo(a)anthracene, Benzo(a)pyrene, Benzo(b+j+k)fluoranthene, Benzo(g,h,i)perylene, Chrysene, Fluorene, Hydrocarbures petroliers C10 a C50, Indeno(1,2,3-cd)pyrene, Methyl naphtalenes (chacun), Phenanthrene","R : Terminee en 2004
Q : <= B",11/30/06
"Terrain 5500, rue Notre-Dame Ouest, Montreal","45.466305
? -73.600188",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 2008
Q : <= Critere specifique",5/9/11
"Terrain 565-585, rue Prefontaine et 3150-3152, rue Sainte-Catherine Est, Montreal","45.5383333333
? -73.5416666667",Ville de Montreal,,Hydrocarbures aromatiques polycycliques*,"R : Terminee en 2006
Q : <= B",7/25/07
"Terrain 7500, Saint-Patrick, Montreal","45.4449362095
? -73.6327723348",Ville de Montreal,Metaux*,"Plomb (Pb), Zinc (Zn)",R : Non terminee,2/20/06
"Terrain 8599, rue Centrale, LaSalle","45.417776
? -73.619065",Ville de Montreal,,"Hydrocarbures aromatiques monocycliques * (pot), Hydrocarbures petroliers C10 a C50","R : Terminee en 2003
Q : Plage A-B",7/31/17
"Terrain 9240 & 9250, rue Hochelaga, Montreal","45.6078201289
? -73.5163844161",Ville de Montreal,Hydrocarbures petroliers C10 a C50,"Benzene (pot), Chlorophenol (-2, -3, ou -4), Cresol (ortho, meta, para), Dichloro-1,2 benzene (pot), ethylbenzene (pot), Hydrocarbures petroliers C10 a C50, Manganese (Mn), Phenol, Toluene (pot), Xylenes (o,m,p) (pot)","R : Terminee en 2004
Q : <= B",3/3/05
Terrain a l'angle Sud-Ouest des rues Bridges et St-Patrick,"45.4873449909
? -73.5590652773",Ville de Montreal,Metaux*,"Arsenic (As), etain (Sn), Hydrocarbures petroliers C10 a C50, Plomb (Pb), Zinc (Zn)",R : Non terminee,3/21/17
Terrain a l'arriere d'un immeuble a logements,"45.5551272537
? -73.5319512472",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50","R : Terminee en 2006
Q : Plage B-C",4/11/06
Terrain a l'est du tunnel Saint-Remi,"45.4688887657
? -73.5876545962",Ville de Montreal,,"Cuivre (Cu), Plomb (Pb), Zinc (Zn)","R : Terminee en 1998
Q : > C",12/20/01
Terrain a l'ouest de la Place Riviera a Pierrefonds,"45.5147741749
? -73.8315764307",Ville de Montreal,,"Benzo(a)anthracene, Benzo(a)pyrene, Benzo(b+j+k)fluoranthene, Benzo(g,h,i)perylene, Chrysene, Cuivre (Cu), Dibenzo(a,h)anthracene, Dibenzo(a,l)pyrene, Fluoranthene, Hydrocarbures petroliers C10 a C50, Indeno(1,2,3-cd)pyrene, Manganese (Mn), Phenanthrene, Pyrene","R : Terminee en 2004
Q : <= B",12/22/04
Terrain a proximite du parc Baldwin,"45.5333961781
? -73.5626109402",Ville de Montreal,,"Benzo(a)anthracene, Benzo(b+j+k)fluoranthene, Benzo(c)phenanthrene, Hydrocarbures petroliers C10 a C50, Methyl naphtalenes (chacun), Phenanthrene",R : Non terminee,8/13/18
Terrain a proximite du parc Baldwin,"45.5334702564
? -73.5625832275",Ville de Montreal,,"Benzo(a)anthracene, Benzo(b+j+k)fluoranthene, Benzo(c)phenanthrene, Hydrocarbures petroliers C10 a C50, Phenanthrene",R : Non terminee,8/13/18
Terrain a proximite du parc Baldwin,"45.5336884581
? -73.5625039512",Ville de Montreal,,"Arsenic (As), Benzo(a)anthracene, Benzo(b+j+k)fluoranthene, Benzo(c)phenanthrene, Cuivre (Cu), Hydrocarbures petroliers C10 a C50, Plomb (Pb)",R : Non terminee,8/13/18
Terrain a vocation commerciale,"45.4979456738
? -73.5580655227",Ville de Montreal,,"Benzo(a)anthracene, Benzo(a)pyrene, Benzo(b+j+k)fluoranthene, Benzo(g,h,i)perylene, Chrysene, Indeno(1,2,3-cd)pyrene",R : Non terminee,3/16/06
Terrain a vocation residentielle,"45.5211111111
? -73.6938888889",Ville de Montreal,,Hydrocarbures aromatiques monocycliques * (pot),"R : Terminee en 2006
Q : <= B",4/22/15
Terrain ancienne station-service Sergaz,"45.4697805556
? -73.5886888889",Ville de Montreal,"Cuivre (Cu), Zinc (Zn)","Benzene (pot), ethylbenzene (pot), Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Toluene (pot), Xylenes (o,m,p) (pot)","R : Terminee en 2014
Q : Plage A-B",7/29/15
Terrain ancienne usine UDT,"45.5258139192
? -73.5503488343",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Metaux*",R : Non terminee,12/3/12
"Terrain angle rues De Castelneau et Saint-Hubert, Montreal","45.541625708
? -73.6150812667",Ville de Montreal,,"Hydrocarbures aromatiques monocycliques * (pot), Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50","R : Terminee en 2006
Q : <= B",11/29/06
"Terrain arriere 3532, rue Jean-Talon Est, Montreal","45.5613888889
? -73.5958333333",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,R : Non terminee,12/6/07
Terrain associe au stationnement temporairet a Montreal,"45.4679541278
? -73.5980508777",Ville de Montreal,,"Hydrocarbures petroliers C10 a C50, Metaux*","R : Terminee en 2010
Q : > C",6/14/11
Terrain Ateliers Rosemont,"45.5326944444
? -73.5954166667",Ville de Montreal,"Hydrocarbures aromatiques polycycliques*, Metaux*","Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Metaux*","R : Terminee en 2010
Q : Plage A-B",6/16/10
Terrain au 1801 avenue Glendale,"45.5168606586
? -73.6250529296",Ville de Montreal,,,"R : Terminee en 2002
Q : <= B",7/17/03
"Terrain au nord-est de l'intersection des rues Chambord et Fleury Est, Montreal","45.5600416667
? -73.6583777778",Ville de Montreal,Hydrocarbures petroliers C10 a C50,"Benzene (pot), ethylbenzene (pot), Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Toluene (pot), Xylenes (o,m,p) (pot)","R : Terminee en 2015
Q : <= B",9/15/15
Terrain boul. Lachapelle,"45.5261138889
? -73.7133388889",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 2003
Q : <= B",1/12/04
Terrain boulevard Gouin Est,"45.6355285759
? -73.6093217407",Ville de Montreal,,"Hydrocarbures petroliers C10 a C50, Toluene (pot), Xylenes (o,m,p) (pot)",R : Non terminee,4/12/17
Terrain coin d'Argenson et Saint-Charles,"45.4780869408
? -73.5723325625",Ville de Montreal,,"Cuivre (Cu), Hydrocarbures petroliers C10 a C50, Nickel (Ni), Plomb (Pb), Zinc (Zn)",R : Non terminee,3/11/05
Terrain coin Delinelle et Saint-Ambroise,"45.4715360693
? -73.5853438143",Ville de Montreal,,"Cuivre (Cu), Mercure (Hg), Plomb (Pb), Zinc (Zn)",R : Non terminee,3/4/05
Terrain coin des Soeurs-Grises et de la Commune,"45.4978669963
? -73.5533311506",Ville de Montreal,,"Cuivre (Cu), Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Plomb (Pb), Zinc (Zn)","R : Terminee en 1997
Q : <= B",9/16/99
Terrain coin Leclair et Ontario,"45.5579552386
? -73.5384270372",Ville de Montreal,,"Cadmium (Cd), Hydrocarbures aromatiques polycycliques*, Nickel (Ni), Plomb (Pb), Zinc (Zn)","R : Terminee en 1996
Q : Plage A-B",9/14/00
Terrain coin Rousseau et Paul-Pau,"45.6100198944
? -73.5369753546",Ville de Montreal,,"Cuivre (Cu), Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Pentachlorophenol (PCP), Zinc (Zn)","R : Terminee en 1996
Q : Non precisee",9/16/99
"Terrain coin rues Duke & Wellington, Montreal","45.496304769
? -73.5554276767",Ville de Montreal,,"Benzene (pot), ethylbenzene (pot), Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Metaux*, Xylenes (o,m,p) (pot)",R : Non terminee,4/10/06
Terrain coin St-Ambroise et Bourget,"45.4776962346
? -73.5780623481",Ville de Montreal,,"Arsenic (As), Cuivre (Cu), etain (Sn), Plomb (Pb), Zinc (Zn)","R : Terminee en 1996
Q : <= B",9/16/99
Terrain commercial,"45.4282928823
? -73.6293173085",Ville de Montreal,,"Xylenes (o,m,p) (pot)","R : Non necessaire
Q : Non precisee",8/23/17
Terrain commercial,"45.5095234129
? -73.6696505894",Ville de Montreal,,"Cuivre (Cu), Nickel (Ni), Plomb (Pb), Zinc (Zn)","R : Terminee en 1993
Q : Plage B-C",9/26/00
Terrain commercial boulevard Angrignon,"45.4480585671
? -73.6071948089",Ville de Montreal,"Hydrocarbures aromatiques polycycliques*, Sulfures (H2S)","Hydrocarbures aromatiques polycycliques*, Soufre total (S)","R : Terminee en 1999
Q : Plage A-B",11/23/16
Terrain commercial de Mecanique 2000,"45.5686534741
? -73.6264009089",Ville de Montreal,,"Benzene (pot), ethylbenzene (pot), Hydrocarbures petroliers C10 a C50, Toluene (pot), Xylenes (o,m,p) (pot)","R : Terminee en 2006
Q : Plage A-B",3/5/07
Terrain commercial et residentiel,"45.4626382124
? -73.5696530233",Ville de Montreal,,"Cuivre (Cu), Hydrocarbures petroliers C10 a C50, Plomb (Pb)",R : Non terminee,11/9/16
Terrain commercial Marcel-Laurin,"45.5115484038
? -73.6929531992",Ville de Montreal,,"Biphenyles polychlores (BPC), Hydrocarbures aromatiques monocycliques * (pot), Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50","R : Terminee en 2006
Q : <= C",3/9/06
terrain commercial/industriel,"45.487803125
? -73.5547133731",Ville de Montreal,Metaux*,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Metaux*",R : Non terminee,6/29/22
Terrain commerciel Place Thimens,"45.5115484038
? -73.6929531992",Ville de Montreal,,"Biphenyles polychlores (BPC), Composes phenoliques*, Hydrocarbures petroliers C10 a C50",R : Non terminee,3/9/05
Terrain Coop d'habitation le Rouet,"45.583698284
? -73.6493316288",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 1999
Q : Plage A-B",3/3/05
Terrain de 4093399 Canada inc.,"45.5292820152
? -73.6217518011",Ville de Montreal,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50","Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50",R : Non terminee,2/29/08
"Terrain de baseball, jardin communautaire et partie nord de la cour des Travaux publics - Outremont","45.5208996257
? -73.6191099472",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Metaux*",R : Non terminee,4/5/23
Terrain de Brewster s.e.c.,"45.482813
? -73.583235",Ville de Montreal,,"Arsenic (As), Cuivre (Cu), etain (Sn), Huiles et graisses totales*, Hydrocarbures aromatiques polycycliques*, Plomb (Pb), Zinc (Zn)",R : Non terminee,6/28/06
Terrain de la cie Emhart (Les cours de Coubertin),"45.557744679
? -73.5479439544",Ville de Montreal,,"Cuivre (Cu), Hydrocarbures petroliers C10 a C50, Nickel (Ni), Plomb (Pb), Zinc (Zn)","R : Terminee en 1989
Q : Plage A-B",8/4/00
Terrain de l'ancienne raffinerie BP (Petro-Canada),"45.622721
? -73.555998",Ville de Montreal,"Hydrocarbures aromatiques monocycliques*, Hydrocarbures petroliers C10 a C50, Metaux*, Phenol","Hydrocarbures aromatiques monocycliques * (pot), Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Metaux*","R : Terminee en 1994
Q : Plage B-C",12/28/16
Terrain de l'ancienne usine de Sherwin Williams (Logisque),"45.4767097609
? -73.5729831207",Ville de Montreal,,"Arsenic (As), Plomb (Pb), Xylenes (o,m,p) (pot), Zinc (Zn)","R : Terminee en 1988
Q : > B (Total)",2/3/17
Terrain de l'ancienne usine Stelco,"45.4827564965
? -73.5733491026",Ville de Montreal,,"Arsenic (As), Hydrocarbures petroliers C10 a C50, Mercure (Hg), Plomb (Pb), Zinc (Zn)","R : Terminee en 1990
Q : Plage A-B",4/18/17
Terrain de Ultramar ltee,"45.6082728253
? -73.6346697042",Ville de Montreal,Zinc (Zn),"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50","R : Terminee en 2011
Q : <= B",7/18/11
Terrain des stationnement,"45.4857083333
? -73.5676638889",Ville de Montreal,Sodium,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Metaux*",R : Non terminee,2/24/17
Terrain du boulevard Pie-IX,"45.5727508465
? -73.605919908",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,R : Non terminee,3/4/05
Terrain d'une station-service,"45.568389
? -73.605254",Ville de Montreal,,Hydrocarbures aromatiques monocycliques * (pot),"R : Terminee en 2006
Q : <= C",11/1/06
Terrain Georges A. Hall inc.,"45.4866699013
? -73.55946115",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Metaux*","R : Terminee en 2000
Q : <= C",5/5/17
Terrain industriel,"45.4390195374
? -73.6440284128",Ville de Montreal,,"Cadmium (Cd), Cuivre (Cu), Hydrocarbures petroliers C10 a C50, Plomb (Pb), Zinc (Zn)","R : Terminee en 1995
Q : Plage B-C",9/25/00
Terrain industriel (Cote Saint-Paul et Saint-Ambroise),"45.4675892254
? -73.5924227037",Ville de Montreal,,"Cuivre (Cu), Hydrocarbures aromatiques monocycliques * (pot), Hydrocarbures petroliers C10 a C50, Plomb (Pb), Zinc (Zn)","R : Terminee en 1997
Q : <= C",9/16/99
"Terrain intersection Bercy et Ontario Est, Montreal","45.5350194444
? -73.5509638889",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 2006
Q : <= B",11/1/06
Terrain intersection Ropery et Saint-Patrick,"45.4814182583
? -73.5692924105",Ville de Montreal,,"Arsenic (As), Cuivre (Cu), Hydrocarbures petroliers C10 a C50, Mercure (Hg), Plomb (Pb)","R : Terminee en 1996
Q : <= B",9/16/99
"Terrain intersection rue Olier et du Seminaire, Montreal","45.4900555556
? -73.5565416667",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Metaux*",R : Non terminee,11/10/14
"Terrain lot 2 607 910, Montreal","45.4678888889
? -73.6110833333",Ville de Montreal,,"Cuivre (Cu), Hydrocarbures aromatiques monocycliques * (pot), Hydrocarbures petroliers C10 a C50, Zinc (Zn)","R : Terminee en 2006
Q : Plage A-B",9/21/15
Terrain prive,"45.6095559742
? -73.5213465527",Ville de Montreal,,"Hydrocarbures petroliers C10 a C50, Plomb (Pb)","R : Terminee en 1993
Q : Non precisee",8/11/00
Terrain propriete de Alfred Dallaire - Memoria,"45.542324
? -73.612007",Ville de Montreal,,"Hydrocarbures aromatiques monocycliques * (pot), Hydrocarbures petroliers C10 a C50","R : Terminee en 1993
Q : <= C",8/25/06
Terrain propriete de Le Mûrier,"45.5700640155
? -73.5377586144",Ville de Montreal,,"ethylbenzene (pot), Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Xylenes (o,m,p) (pot)","R : Terminee en 2006
Q : Plage A-B",1/12/07
Terrain residentiel,"45.4394934936
? -73.6945959301",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 2004
Q : Plage A-B",5/5/08
Terrain residentiel,"45.4291877025
? -73.6482718772",Ville de Montreal,,"Biphenyles polychlores (BPC), Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Mercure (Hg)","R : Terminee en 1991
Q : Plage A-B",6/30/99
Terrain residentiel,"45.4498863084
? -73.6535805415",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 1995
Q : <= B",2/28/05
Terrain residentiel,"45.6120899444
? -73.6251233584",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 1992
Q : Non precisee",2/28/00
Terrain residentiel,"45.52972
? -73.698855",Ville de Montreal,,"Hydrocarbures aromatiques monocycliques * (pot), Hydrocarbures petroliers C10 a C50","R : Terminee en 1992
Q : <= C",1/30/17
Terrain residentiel,"45.4656840847
? -73.566541933",Ville de Montreal,,"Hydrocarbures aromatiques monocycliques * (pot), Hydrocarbures petroliers C10 a C50","R : Terminee en 1992
Q : Plage A-B",8/11/00
Terrain residentiel,"45.4394871411
? -73.6930364822",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,R : Non terminee,2/17/17
Terrain residentiel,"45.462851351
? -73.5741416837",Ville de Montreal,,Hydrocarbures aromatiques polycycliques*,R : Non terminee,2/28/05
Terrain residentiel,"45.4463177721
? -73.6699084556",Ville de Montreal,,"Cadmium (Cd), Cuivre (Cu), Hydrocarbures petroliers C10 a C50, Plomb (Pb), Zinc (Zn)",R : Non terminee,7/26/00
Terrain residentiel,"45.4614937435
? -73.5723241288",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,R : Non terminee,9/20/00
Terrain residentiel,"45.572384122
? -73.6376168303",Ville de Montreal,,"Cuivre (Cu), Plomb (Pb), Zinc (Zn)",R : Non terminee,3/4/05
Terrain residentiel,"45.5735098465
? -73.5658308715",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 1998
Q : Plage B-C",8/4/00
Terrain residentiel,"45.5132660185
? -73.6368270612",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50",R : Non terminee,5/28/13
"Terrain residentiel 2845 et 2895, rue Notre-Dame, Montreal","45.4344174784
? -73.6897472522",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50","R : Terminee en 2005
Q : <= B",11/17/05
Terrain residentiel rue Buchanan,"45.507625
? -73.6796805556",Ville de Montreal,Hydrocarbures petroliers C10 a C50,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50",R : Non terminee,4/30/15
Terrain residentiel-1,"45.4660426734
? -73.5644907912",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 1995
Q : <= B",12/11/02
Terrain residentiel-2,"45.4660426734
? -73.5644907912",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 1995
Q : <= B",12/11/02
Terrain residentiel-3,"45.4660426734
? -73.5644907912",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 1995
Q : <= B",12/11/02
Terrain residentiel-4,"45.4660426734
? -73.5644907912",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 1995
Q : <= B",12/11/02
Terrain rue de la Montagne et Saint-Jacques,"45.4944444444
? -73.5666666667",Ville de Montreal,Hydrocarbures aromatiques polycycliques*,"Cuivre (Cu), Hydrocarbures aromatiques polycycliques*","R : Terminee en 2009
Q : Plage A-B",11/13/15
